"team_name","league","country","season","transfer_type","player_name","player_url","player_position","player_age","player_nationality","club_2","league_2","country_2","transfer_fee","is_loan","transfer_notes","window","in_squad","appearances","goals","minutes_played"
"FCSB","SuperLiga","Romania","2017","Arrivals","Florinel Coman","https://www.transfermarkt.com/florinel-coman/profil/spieler/340982","Left Winger","19","Romania","FCV Farul","SuperLiga","Romania",3e+06,FALSE,NA,"Summer",36,30,4,1506
"FCSB","SuperLiga","Romania","2017","Arrivals","Dragoș Nedelcu","https://www.transfermarkt.com/dragos-nedelcu/profil/spieler/295868","Defensive Midfield","20","Romania","FCV Farul","SuperLiga","Romania",2130000,FALSE,NA,"Summer",36,26,1,1893
"FCSB","SuperLiga","Romania","2017","Arrivals","Constantin Budescu","https://www.transfermarkt.com/constantin-budescu/profil/spieler/164233","Attacking Midfield","28","Romania","Astra Giurgiu","SuperLiga","Romania",750000,FALSE,NA,"Summer",37,37,14,2677
"FCSB","SuperLiga","Romania","2017","Arrivals","Romario Benzar","https://www.transfermarkt.com/romario-benzar/profil/spieler/164231","Right-Back","25","Romania","FCV Farul","SuperLiga","Romania",7e+05,FALSE,NA,"Summer",25,24,1,2095
"FCSB","SuperLiga","Romania","2017","Arrivals","Cătălin Golofca","https://www.transfermarkt.com/catalin-golofca/profil/spieler/241234","Right Winger","27","Romania","FC Botosani","SuperLiga","Romania",4e+05,FALSE,NA,"Summer",17,15,1,800
"FCSB","SuperLiga","Romania","2017","Arrivals","Andrei Vlad","https://www.transfermarkt.com/andrei-vlad/profil/spieler/424302","Goalkeeper","18","Romania","CS U Craiova","SuperLiga","Romania",4e+05,FALSE,NA,"Summer",31,11,0,990
"FCSB","SuperLiga","Romania","2017","Arrivals","Bogdan Planic","https://www.transfermarkt.com/bogdan-planic/profil/spieler/180360","Centre-Back","25","Serbia","Vojvodina","Super liga Srbije","Serbia",3e+05,FALSE,NA,"Summer",28,28,1,2509
"FCSB","SuperLiga","Romania","2017","Arrivals","Aristidis Soiledis","https://www.transfermarkt.com/aristidis-soiledis/profil/spieler/63490","Left-Back","28","Greece","FC Botosani","SuperLiga","Romania",75000,FALSE,NA,"Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2017","Arrivals","Toma Niga","https://www.transfermarkt.com/toma-niga/profil/spieler/276907","Goalkeeper","19","Romania","Foresta Suceava","Liga 2","Romania",30000,FALSE,NA,"Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2017","Arrivals","Robert Grecu","https://www.transfermarkt.com/robert-grecu/profil/spieler/295824","Right Winger","19","Romania","FCV Farul","SuperLiga","Romania",30000,TRUE,NA,"Summer",8,2,0,54
