"team_name","league","country","season","transfer_type","player_name","player_url","player_position","player_age","player_nationality","club_2","league_2","country_2","transfer_fee","is_loan","transfer_notes","window","in_squad","appearances","goals","minutes_played"
"FCSB","SuperLiga","Romania","2023","Arrivals","Siyabonga Ngezana","https://www.transfermarkt.com/siyabonga-ngezana/profil/spieler/445610","Centre-Back","25","South Africa","Kaizer Chiefs","Betway Premiership","South Africa",6e+05,FALSE,NA,"Summer",35,31,1,2631
"FCSB","SuperLiga","Romania","2023","Arrivals","Vlad Chiricheș","https://www.transfermarkt.com/vlad-chiriches/profil/spieler/123261","Defensive Midfield","33","Romania","Cremonese","Serie B","Italy",0,FALSE,NA,"Summer",17,13,0,1010
"FCSB","SuperLiga","Romania","2023","Arrivals","Alexandru Băluță","https://www.transfermarkt.com/alexandru-baluta/profil/spieler/212746","Right Winger","29","Romania","Puskás AFC","NB I.","Hungary",0,FALSE,NA,"Summer",37,36,7,2564
"FCSB","SuperLiga","Romania","2023","Arrivals","Cristian Ganea","https://www.transfermarkt.com/cristian-ganea/profil/spieler/262117","Left-Back","31","Romania","Panathinaikos","Super League 1","Greece",0,FALSE,NA,"Summer",15,8,0,419
"FCSB","SuperLiga","Romania","2023","Arrivals","Damjan Djokovic","https://www.transfermarkt.com/damjan-djokovic/profil/spieler/143039","Central Midfield","33","Croatia","Al-Raed","Saudi Pro League","Saudi Arabia",0,FALSE,NA,"Summer",26,23,4,1387
"FCSB","SuperLiga","Romania","2023","Arrivals","Dorin Rotariu","https://www.transfermarkt.com/dorin-rotariu/profil/spieler/250573","Right Winger","28","Romania","Without Club",NA,NA,NA,FALSE,"-","Summer",10,7,0,311
"FCSB","SuperLiga","Romania","2023","Arrivals","Mihai Udrea","https://www.transfermarkt.com/mihai-udrea/profil/spieler/786187","Goalkeeper","21","Romania","FCSB II",NA,"Romania",NA,FALSE,"-","Summer",16,0,0,0
"FCSB","SuperLiga","Romania","2023","Arrivals","Laurențiu Vlăsceanu","https://www.transfermarkt.com/laurentiu-vlasceanu/profil/spieler/912165","Left-Back","18","Romania","FCSB U18",NA,"Romania",NA,FALSE,"-","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Arrivals","Mihai Toma","https://www.transfermarkt.com/mihai-toma/profil/spieler/992820","Left Winger","16","Romania","FCSB U18",NA,"Romania",NA,FALSE,"-","Summer",19,4,0,45
"FCSB","SuperLiga","Romania","2023","Arrivals","Alexandru Musi","https://www.transfermarkt.com/alexandru-musi/profil/spieler/881064","Left Winger","19","Romania","Petrolul","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2024","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Arrivals","Valentin Gheorghe","https://www.transfermarkt.com/valentin-gheorghe/profil/spieler/453810","Left Winger","26","Romania","Ümraniyespor","Süper Lig","Türkiye",NA,TRUE,"End of loan Jun 30, 2023","Summer",9,2,0,49
"FCSB","SuperLiga","Romania","2023","Arrivals","Alexandru Musi","https://www.transfermarkt.com/alexandru-musi/profil/spieler/881064","Left Winger","18","Romania","ACSM Poli Iasi","Liga 2","Romania",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Arrivals","Ovidiu Perianu","https://www.transfermarkt.com/ovidiu-perianu/profil/spieler/623425","Defensive Midfield","21","Romania","Chindia","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Arrivals","Ovidiu Horșia","https://www.transfermarkt.com/ovidiu-horsia/profil/spieler/418223","Right Winger","21","Romania","U. Constanta","Liga 2","Romania",NA,TRUE,"End of loan Aug 31, 2022","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Arrivals","Andrei Pandele","https://www.transfermarkt.com/andrei-pandele/profil/spieler/608478","Central Midfield","19","Romania","FC Buzău","Liga 2","Romania",NA,TRUE,"End of loan Jun 30, 2023","Summer",23,8,0,98
"FCSB","SuperLiga","Romania","2023","Arrivals","Ovidiu Horșia","https://www.transfermarkt.com/ovidiu-horsia/profil/spieler/418223","Right Winger","22","Romania","U Cluj","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Andrei Cordea","https://www.transfermarkt.com/andrei-cordea/profil/spieler/435712","Right Winger","24","Romania","Al-Tai","Saudi Pro League","Saudi Arabia",1320000,FALSE,NA,"Summer",8,8,0,370
"FCSB","SuperLiga","Romania","2023","Departures","Malcom Edjouma","https://www.transfermarkt.com/malcom-edjouma/profil/spieler/468704","Central Midfield","26","Morocco","Bari","Serie B","Italy",2e+05,TRUE,NA,"Summer",7,7,1,173
"FCSB","SuperLiga","Romania","2023","Departures","Iulian Cristea","https://www.transfermarkt.com/iulian-cristea/profil/spieler/331971","Centre-Back","28","Romania","FC Rapid 1923","SuperLiga","Romania",0,FALSE,NA,"Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Billel Omrani","https://www.transfermarkt.com/billel-omrani/profil/spieler/131589","Centre-Forward","30","Algeria","Petrolul","SuperLiga","Romania",0,FALSE,NA,"Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Joonas Tamm","https://www.transfermarkt.com/joonas-tamm/profil/spieler/111556","Centre-Back","31","Estonia","Botev Plovdiv","efbet Liga","Bulgaria",0,FALSE,NA,"Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Valentin Gheorghe","https://www.transfermarkt.com/valentin-gheorghe/profil/spieler/453810","Left Winger","26","Romania","U Cluj","SuperLiga","Romania",0,FALSE,NA,"Summer",9,2,0,49
"FCSB","SuperLiga","Romania","2023","Departures","Răzvan Oaidă","https://www.transfermarkt.com/razvan-oaida/profil/spieler/341141","Defensive Midfield","25","Romania","FC Rapid 1923","SuperLiga","Romania",0,FALSE,NA,"Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Sorin Șerban","https://www.transfermarkt.com/sorin-serban/profil/spieler/567518","Left-Back","23","Romania","ACSM Poli Iasi","SuperLiga","Romania",0,FALSE,NA,"Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Ovidiu Horșia","https://www.transfermarkt.com/ovidiu-horsia/profil/spieler/418223","Right Winger","22","Romania","Alexandria","Liga 2","Romania",0,FALSE,NA,"Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Alexandru Musi","https://www.transfermarkt.com/alexandru-musi/profil/spieler/881064","Left Winger","18","Romania","Petrolul","SuperLiga","Romania",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Ovidiu Perianu","https://www.transfermarkt.com/ovidiu-perianu/profil/spieler/623425","Defensive Midfield","21","Romania","U Cluj","SuperLiga","Romania",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Laurențiu Vlăsceanu","https://www.transfermarkt.com/laurentiu-vlasceanu/profil/spieler/912165","Left-Back","18","Romania","Unirea Slobozia","Liga 2","Romania",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Boban Nikolov","https://www.transfermarkt.com/boban-nikolov/profil/spieler/207625","Central Midfield","28","North Macedonia","Without Club",NA,NA,NA,FALSE,"-","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Deian Sorescu","https://www.transfermarkt.com/deian-sorescu/profil/spieler/379209","Right Winger","25","Romania","Raków","Ekstraklasa","Poland",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Arrivals","Baba Alhassan","https://www.transfermarkt.com/baba-alhassan/profil/spieler/626899","Centre-Back","23","Ghana","FC Hermannstadt","SuperLiga","Romania",6e+05,FALSE,NA,"Winter",19,17,0,592
"FCSB","SuperLiga","Romania","2023","Arrivals","Luis Phelipe","https://www.transfermarkt.com/luis-phelipe/profil/spieler/673830","Left Winger","22","Brazil","ACSM Poli Iasi","SuperLiga","Romania",2e+05,FALSE,NA,"Winter",12,10,0,446
"FCSB","SuperLiga","Romania","2023","Arrivals","Nana Antwi","https://www.transfermarkt.com/nana-antwi/profil/spieler/608977","Right-Back","23","Ghana","FC Urartu ","Premier League","Armenia",1e+05,FALSE,NA,"Winter",15,9,0,365
"FCSB","SuperLiga","Romania","2023","Arrivals","Dorin Rotariu","https://www.transfermarkt.com/dorin-rotariu/profil/spieler/250573","Right Winger","28","Romania","Without Club",NA,NA,NA,FALSE,"-","Winter",10,7,0,311
"FCSB","SuperLiga","Romania","2023","Arrivals","Ianis Stoica","https://www.transfermarkt.com/ianis-stoica/profil/spieler/547754","Left Winger","21","Romania","U Cluj","SuperLiga","Romania",NA,TRUE,"End of loan Feb 2, 2024","Winter",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Arrivals","Ovidiu Perianu","https://www.transfermarkt.com/ovidiu-perianu/profil/spieler/623425","Defensive Midfield","21","Romania","U Cluj","SuperLiga","Romania",NA,TRUE,"End of loan Jan 9, 2024","Winter",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Ianis Stoica","https://www.transfermarkt.com/ianis-stoica/profil/spieler/547754","Left Winger","21","Romania","FC Hermannstadt","SuperLiga","Romania",5e+05,FALSE,NA,"Winter",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Andrea Compagno","https://www.transfermarkt.com/andrea-compagno/profil/spieler/287255","Centre-Forward","27","Italy","TJ Jinmen Tiger","Super League","China",120000,FALSE,NA,"Winter",24,23,4,1301
"FCSB","SuperLiga","Romania","2023","Departures","Cristian Ganea","https://www.transfermarkt.com/cristian-ganea/profil/spieler/262117","Left-Back","31","Romania","FCV Farul","SuperLiga","Romania",0,FALSE,NA,"Winter",15,8,0,419
"FCSB","SuperLiga","Romania","2023","Departures","Damjan Djokovic","https://www.transfermarkt.com/damjan-djokovic/profil/spieler/143039","Central Midfield","33","Croatia","FC Rapid 1923","SuperLiga","Romania",0,FALSE,NA,"Winter",26,23,4,1387
"FCSB","SuperLiga","Romania","2023","Departures","Ovidiu Perianu","https://www.transfermarkt.com/ovidiu-perianu/profil/spieler/623425","Defensive Midfield","21","Romania","FC Buzău","Liga 2","Romania",NA,TRUE,"loan transfer","Winter",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2023","Departures","Dorin Rotariu","https://www.transfermarkt.com/dorin-rotariu/profil/spieler/250573","Right Winger","28","Romania","Without Club",NA,NA,NA,FALSE,"-","Winter",10,7,0,311
"FC Rapid 1923","SuperLiga","Romania","2023","Arrivals","Albion Rrahmani","https://www.transfermarkt.com/albion-rrahmani/profil/spieler/903706","Centre-Forward","22","Kosovo","FC Ballkani","Superliga e Kosovës","Kosovo",1350000,FALSE,NA,"Summer",26,26,17,2206
"FC Rapid 1923","SuperLiga","Romania","2023","Arrivals","Andrei Borza","https://www.transfermarkt.com/andrei-borza/profil/spieler/723826","Left-Back","17","Romania","FCV Farul","SuperLiga","Romania",8e+05,FALSE,NA,"Summer",35,32,0,2502
"FC Rapid 1923","SuperLiga","Romania","2023","Arrivals","Omar El Sawy","https://www.transfermarkt.com/omar-el-sawy/profil/spieler/863557","Right Winger","19","Romania","FK Csikszereda","Liga 2","Romania",4e+05,FALSE,NA,"Summer",28,7,0,191
"FC Rapid 1923","SuperLiga","Romania","2023","Arrivals","Christopher Braun","https://www.transfermarkt.com/christopher-braun/profil/spieler/82657","Right-Back","31","Germany","CFR Cluj","SuperLiga","Romania",150000,FALSE,NA,"Summer",41,37,0,3111
"FC Rapid 1923","SuperLiga","Romania","2023","Arrivals","Iulian Cristea","https://www.transfermarkt.com/iulian-cristea/profil/spieler/331971","Centre-Back","28","Romania","FCSB","SuperLiga","Romania",0,FALSE,NA,"Summer",38,16,1,1111
