row_index,season,window,transfer_type,player_name,player_url,team_name,club_2,country_2,league_2,country,league,transfer_fee,is_loan,transfer_notes,why_missing
11703,2018,Winter,Departures,Cédric Mongongu,https://www.transfermarkt.com/cedric-mongongu/profil/spieler/44417,ACSM Politehnica Iasi,,,,Romania,Liga 2,,False,-,club_2 is empty/null
11818,2018,Summer,Departures,Filipe Oliveira,https://www.transfermarkt.com/filipe-oliveira/profil/spieler/3178,Sepsi OSK Sf. Gheorghe,,,,Romania,Liga 2,,False,-,club_2 is empty/null
11888,2018,Summer,Departures,Florin Cernat,https://www.transfermarkt.com/florin-cernat/profil/spieler/3132,FC Voluntari,,,,Romania,Liga 2,,False,-,club_2 is empty/null
11889,2018,Summer,Departures,Lucian Sânmărtean,https://www.transfermarkt.com/lucian-sanmartean/profil/spieler/9733,FC Voluntari,,,,Romania,Liga 2,,False,-,club_2 is empty/null
11995,2018,Winter,Departures,Pelé,https://www.transfermarkt.com/pele/profil/spieler/48930,Dunarea Calarasi,,,,,,,False,-,club_2 is empty/null
12028,2018,Summer,Departures,Iulian Popa,https://www.transfermarkt.com/iulian-popa/profil/spieler/168281,FC Hermannstadt,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
12089,2018,Summer,Departures,Marius Pena,https://www.transfermarkt.com/marius-pena/profil/spieler/81495,Concordia Chiajna,,,,Romania,Liga 2,,False,-,club_2 is empty/null
12151,2019,Summer,Departures,Filipe Teixeira,https://www.transfermarkt.com/filipe-teixeira/profil/spieler/5568,FCSB,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
12170,2019,Winter,Departures,Mihai Pintilii,https://www.transfermarkt.com/mihai-pintilii/profil/spieler/48890,FCSB,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
12202,2019,Summer,Departures,George Țucudean,https://www.transfermarkt.com/george-tucudean/profil/spieler/130345,CFR Cluj,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
12225,2019,Winter,Departures,Adrian Rus,https://www.transfermarkt.com/adrian-rus/profil/spieler/594827,CFR Cluj,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
12267,2019,Summer,Departures,Eduard Stăncioiu,https://www.transfermarkt.com/eduard-stancioiu/profil/spieler/48659,CS Universitatea Craiova,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
12339,2019,Summer,Departures,Dani López,https://www.transfermarkt.com/dani-lopez/profil/spieler/247363,FCV Farul Constanta,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
12591,2019,Summer,Departures,Adriano Russo,https://www.transfermarkt.com/adriano-russo/profil/spieler/44281,FC Voluntari,,,,Romania,Liga 2,,False,-,club_2 is empty/null
12595,2019,Summer,Departures,Razvan Petrariu,https://www.transfermarkt.com/razvan-petrariu/profil/spieler/287440,FC Voluntari,,,,Romania,Liga 2,,False,-,club_2 is empty/null
12661,2019,Summer,Departures,Ștefan Popescu,https://www.transfermarkt.com/stefan-popescu/profil/spieler/129248,ACSM Politehnica Iasi,,,,Romania,Liga 2,0.0,False,,club_2 is empty/null
12671,2019,Summer,Departures,Habib Habibou,https://www.transfermarkt.com/habib-habibou/profil/spieler/41261,ACSM Politehnica Iasi,,,,Romania,Liga 2,,False,-,club_2 is empty/null
12777,2019,Summer,Departures,Attila Hadnagy,https://www.transfermarkt.com/attila-hadnagy/profil/spieler/64171,Sepsi OSK Sf. Gheorghe,,,,Romania,Liga 2,,False,-,club_2 is empty/null
12841,2019,Summer,Departures,Florin Acsinte,https://www.transfermarkt.com/florin-acsinte/profil/spieler/64090,FC Hermannstadt,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
12843,2019,Summer,Departures,Alexandru Tarnovan,https://www.transfermarkt.com/alexandru-tarnovan/profil/spieler/262028,FC Hermannstadt,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
12883,2019,Summer,Departures,Marian Vătavu,https://www.transfermarkt.com/marian-vatavu/profil/spieler/47896,AFC Chindia Targoviste,,,,Romania,Liga 2,,False,-,club_2 is empty/null
13151,2020,Winter,Departures,Doru Dumitrescu,https://www.transfermarkt.com/doru-dumitrescu/profil/spieler/415890,FCV Farul Constanta,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
13246,2020,Summer,Departures,Slavko Perovic,https://www.transfermarkt.com/slavko-perovic/profil/spieler/51153,FC Dinamo 1948,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
13284,2020,Summer,Departures,Alessio Carlone,https://www.transfermarkt.com/alessio-carlone/profil/spieler/258816,FC Botosani,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
13414,2020,Summer,Departures,Sofiane Moussa,https://www.transfermarkt.com/sofiane-moussa/profil/spieler/159553,Academica Clinceni (2005 - 2022),,,,,,,False,-,club_2 is empty/null
13657,2020,Winter,Departures,Andrei Prepeliță,https://www.transfermarkt.com/andrei-prepelita/profil/spieler/37933,ACSC FC Arges,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
13687,2020,Summer,Departures,Alessandro Caparco,https://www.transfermarkt.com/alessandro-caparco/profil/spieler/85260,ACSM Politehnica Iasi,,,,Romania,Liga 2,,False,-,club_2 is empty/null
13748,2021,Summer,Departures,Aristidis Soiledis,https://www.transfermarkt.com/aristidis-soiledis/profil/spieler/63490,FCSB,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
13829,2021,Winter,Departures,Emmanuel Culio,https://www.transfermarkt.com/emmanuel-culio/profil/spieler/30846,CFR Cluj,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
13839,2021,Summer,Arrivals,Antoine Conte,https://www.transfermarkt.com/antoine-conte/profil/spieler/181373,CS Universitatea Craiova,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
13863,2021,Summer,Departures,Andrei Marinescu,https://www.transfermarkt.com/andrei-marinescu/profil/spieler/45052,CS Universitatea Craiova,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
14069,2021,Summer,Departures,Ionuț Voicu,https://www.transfermarkt.com/ionut-voicu/profil/spieler/46677,FC Rapid 1923,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
14168,2021,Summer,Departures,Joseph Akpala,https://www.transfermarkt.com/joseph-akpala/profil/spieler/38000,FC Dinamo 1948,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
14201,2021,Winter,Departures,André Pinto,https://www.transfermarkt.com/andre-pinto/profil/spieler/58923,FC Dinamo 1948,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
14204,2021,Winter,Departures,Răzvan Popa,https://www.transfermarkt.com/razvan-popa/profil/spieler/220851,FC Dinamo 1948,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
14379,2021,Summer,Departures,Răzvan Pleșca,https://www.transfermarkt.com/razvan-plesca/profil/spieler/25940,Gaz Metan Medias (- 2022),,,,,,,False,-,club_2 is empty/null
14380,2021,Summer,Departures,Eric,https://www.transfermarkt.com/eric/profil/spieler/81509,Gaz Metan Medias (- 2022),,,,,,,False,-,club_2 is empty/null
14383,2021,Summer,Departures,Andrei Cristea,https://www.transfermarkt.com/andrei-cristea/profil/spieler/464239,Gaz Metan Medias (- 2022),,,,,,,False,-,club_2 is empty/null
14415,2021,Winter,Departures,Tomas Smola,https://www.transfermarkt.com/tomas-smola/profil/spieler/255413,Gaz Metan Medias (- 2022),,,,,,,False,-,club_2 is empty/null
14496,2021,Summer,Departures,Florin Gardoș,https://www.transfermarkt.com/florin-gardos/profil/spieler/57423,Academica Clinceni (2005 - 2022),,,,,,,False,-,club_2 is empty/null
14544,2021,Winter,Departures,Lucian Filip,https://www.transfermarkt.com/lucian-filip/profil/spieler/60880,Academica Clinceni (2005 - 2022),,,,,,,False,-,club_2 is empty/null
14590,2021,Winter,Departures,Andrei Cristea,https://www.transfermarkt.com/andrei-cristea/profil/spieler/26491,CS Mioveni,,,,,,,False,-,club_2 is empty/null
14630,2022,Summer,Departures,Paulo Vinícius,https://www.transfermarkt.com/paulo-vinicius/profil/spieler/45025,FCSB,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
14693,2022,Summer,Departures,Ovidiu Hoban,https://www.transfermarkt.com/ovidiu-hoban/profil/spieler/81484,CFR Cluj,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
14818,2022,Winter,Departures,Giedrius Arlauskis,https://www.transfermarkt.com/giedrius-arlauskis/profil/spieler/69001,CS Universitatea Craiova,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
14916,2022,Summer,Departures,Alberto Cobrea,https://www.transfermarkt.com/alberto-cobrea/profil/spieler/96841,FC U Craiova 1948,,,,,,,False,-,club_2 is empty/null
14973,2022,Summer,Departures,Laurențiu Rus,https://www.transfermarkt.com/laurentiu-rus/profil/spieler/123289,FC Universitatea Cluj,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
15205,2022,Summer,Departures,Cristian Tănase,https://www.transfermarkt.com/cristian-tanase/profil/spieler/46662,ACSC FC Arges,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
15206,2022,Summer,Departures,Nicolae Musat,https://www.transfermarkt.com/nicolae-musat/profil/spieler/53196,ACSC FC Arges,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
15305,2022,Winter,Departures,Eugeniu Cebotaru,https://www.transfermarkt.com/eugeniu-cebotaru/profil/spieler/48820,Petrolul Ploiesti,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
15328,2022,Summer,Departures,Stanley Elbers,https://www.transfermarkt.com/stanley-elbers/profil/spieler/188905,FC Hermannstadt,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
15846,2023,Summer,Departures,Ely Fernandes,https://www.transfermarkt.com/ely-fernandes/profil/spieler/292488,FC Universitatea Cluj,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
15947,2023,Summer,Departures,Claudiu Keșerü,https://www.transfermarkt.com/claudiu-keseru/profil/spieler/25115,UTA Arad,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
16091,2023,Summer,Departures,Iasmin Latovlevici,https://www.transfermarkt.com/iasmin-latovlevici/profil/spieler/47172,Petrolul Ploiesti,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
16155,2023,Summer,Departures,Mihai Roman,https://www.transfermarkt.com/mihai-roman/profil/spieler/64229,FC Botosani,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
16156,2023,Summer,Departures,Andrei Patache,https://www.transfermarkt.com/andrei-patache/profil/spieler/64216,FC Botosani,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
16254,2023,Summer,Departures,Cristian Sîrghi,https://www.transfermarkt.com/cristian-sirghi/profil/spieler/48687,SC Otelul Galati,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
16296,2023,Summer,Departures,Gabriel Enache,https://www.transfermarkt.com/gabriel-enache/profil/spieler/197652,FC U Craiova 1948,,,,,,,False,-,club_2 is empty/null
16411,2023,Winter,Departures,Gabriel Vașvari,https://www.transfermarkt.com/gabriel-vasvari/profil/spieler/177660,ACSM Politehnica Iasi,,,,Romania,Liga 2,,False,-,club_2 is empty/null
16946,2024,Summer,Departures,George Cîrjan,https://www.transfermarkt.com/george-cirjan/profil/spieler/213640,SC Otelul Galati,,,,Romania,SuperLiga,,False,-,club_2 is empty/null
