"team_name","league","country","season","transfer_type","player_name","player_url","player_position","player_age","player_nationality","club_2","league_2","country_2","transfer_fee","is_loan","transfer_notes","window","in_squad","appearances","goals","minutes_played"
"FCSB","SuperLiga","Romania","2016","Arrivals","Dennis Man","https://www.transfermarkt.com/dennis-man/profil/spieler/397486","Right Winger","18","Romania","UTA Arad","Liga 2","Romania",1850000,FALSE,NA,"Summer",16,9,1,522
"FCSB","SuperLiga","Romania","2016","Arrivals","Florin Tănase","https://www.transfermarkt.com/florin-tanase/profil/spieler/314329","Attacking Midfield","21","Romania","FCV Farul","SuperLiga","Romania",1500000,FALSE,NA,"Summer",25,25,4,1656
"FCSB","SuperLiga","Romania","2016","Arrivals","William Amorim","https://www.transfermarkt.com/william-amorim/profil/spieler/203087","Left Winger","24","Brazil","Astra Giurgiu","SuperLiga","Romania",7e+05,FALSE,NA,"Summer",42,41,2,3044
"FCSB","SuperLiga","Romania","2016","Arrivals","Fernando Boldrin","https://www.transfermarkt.com/fernando-boldrin/profil/spieler/144752","Attacking Midfield","27","Brazil","Astra Giurgiu","SuperLiga","Romania",4e+05,FALSE,NA,"Summer",41,39,8,2800
"FCSB","SuperLiga","Romania","2016","Arrivals","Antonio Jakolis","https://www.transfermarkt.com/antonio-jakolis/profil/spieler/81349","Right Winger","24","Croatia","CFR Cluj","SuperLiga","Romania",350000,FALSE,NA,"Summer",37,24,1,1222
"FCSB","SuperLiga","Romania","2016","Arrivals","Vlad Achim","https://www.transfermarkt.com/vlad-achim/profil/spieler/69402","Defensive Midfield","27","Romania","FC Voluntari","SuperLiga","Romania",2e+05,FALSE,NA,"Summer",45,31,3,1726
"FCSB","SuperLiga","Romania","2016","Arrivals","Ovidiu Popescu","https://www.transfermarkt.com/ovidiu-popescu/profil/spieler/289017","Defensive Midfield","22","Romania","ACS Poli","SuperLiga","Romania",2e+05,FALSE,NA,"Summer",39,37,3,2327
"FCSB","SuperLiga","Romania","2016","Arrivals","Wilfred Moke","https://www.transfermarkt.com/wilfred-moke/profil/spieler/98195","Defensive Midfield","28","DR Congo","FC Voluntari","SuperLiga","Romania",150000,FALSE,NA,"Summer",37,36,1,2975
"FCSB","SuperLiga","Romania","2016","Arrivals","Adnan Aganovic","https://www.transfermarkt.com/adnan-aganovic/profil/spieler/50806","Central Midfield","28","Croatia","AEL Limassol","Cyprus League","Cyprus",0,FALSE,NA,"Summer",28,17,2,837
"FCSB","SuperLiga","Romania","2016","Arrivals","Bojan Golubovic","https://www.transfermarkt.com/bojan-golubovic/profil/spieler/37290","Centre-Forward","32","Serbia","ACSM Poli Iasi","SuperLiga","Romania",0,FALSE,NA,"Summer",23,19,1,1354
"FCSB","SuperLiga","Romania","2016","Arrivals","Daniel Popescu","https://www.transfermarkt.com/daniel-popescu/profil/spieler/64224","Left-Back","28","Romania","ACS Poli","SuperLiga","Romania",0,FALSE,NA,"Summer",12,5,0,271
"FCSB","SuperLiga","Romania","2016","Arrivals","Eduard Stăncioiu","https://www.transfermarkt.com/eduard-stancioiu/profil/spieler/48659","Goalkeeper","35","Romania","ASA Tg. Mures","SuperLiga","Romania",0,FALSE,NA,"Summer",41,6,0,540
"FCSB","SuperLiga","Romania","2016","Arrivals","Bogdan Mitrea","https://www.transfermarkt.com/bogdan-mitrea/profil/spieler/208866","Centre-Back","28","Romania","Ascoli","Serie B","Italy",NA,TRUE,"loan transfer","Summer",15,9,0,716
"FCSB","SuperLiga","Romania","2016","Arrivals","Theodor Bota","https://www.transfermarkt.com/theodor-bota/profil/spieler/364704","Centre-Forward","19","Romania","FCSB U18",NA,"Romania",NA,FALSE,"-","Summer",1,1,0,45
"FCSB","SuperLiga","Romania","2016","Arrivals","Gabriel Simion","https://www.transfermarkt.com/gabriel-simion/profil/spieler/447557","Defensive Midfield","18","Romania","FCSB U18",NA,"Romania",NA,FALSE,"-","Summer",16,1,0,18
"FCSB","SuperLiga","Romania","2016","Arrivals","Mario Mihai","https://www.transfermarkt.com/mario-mihai/profil/spieler/449697","Left-Back","17","Romania","FCSB U18",NA,"Romania",NA,FALSE,"-","Summer",3,1,0,1
"FCSB","SuperLiga","Romania","2016","Arrivals","Gabriel Iancu","https://www.transfermarkt.com/gabriel-iancu/profil/spieler/164254","Centre-Forward","22","Romania","Karabükspor","1.Lig","Türkiye",NA,TRUE,"End of loan Jun 30, 2016","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2016","Arrivals","Aymen Tahar","https://www.transfermarkt.com/aymen-tahar/profil/spieler/104127","Central Midfield","26","Algeria","Boavista","Liga Portugal","Portugal",NA,TRUE,"End of loan Jun 30, 2016","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2016","Arrivals","Paul Pârvulescu","https://www.transfermarkt.com/paul-parvulescu/profil/spieler/81494","Left-Back","27","Romania","ASA Tg. Mures","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2016","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2016","Arrivals","Ionuț Neagu","https://www.transfermarkt.com/ionut-neagu/profil/spieler/112942","Defensive Midfield","26","Romania","Karabükspor","1.Lig","Türkiye",NA,TRUE,"End of loan Jun 30, 2016","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2016","Arrivals","Alexandru Tudorie","https://www.transfermarkt.com/alexandru-tudorie/profil/spieler/260139","Centre-Forward","20","Romania","FC Voluntari","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2016","Summer",39,17,2,745
"FCSB","SuperLiga","Romania","2016","Arrivals","Jean Sony Alcénat","https://www.transfermarkt.com/jean-sony-alcenat/profil/spieler/64672","Right-Back","30","Haiti","FC Voluntari","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2016","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2016","Arrivals","Răzvan Grădinaru","https://www.transfermarkt.com/razvan-gradinaru/profil/spieler/289256","Right-Back","20","Romania","Concordia","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2016","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2016","Arrivals","Rareș Enceanu","https://www.transfermarkt.com/rares-enceanu/profil/spieler/221811","Central Midfield","21","Romania","FC Voluntari","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2016","Summer",6,3,0,96
"FCSB","SuperLiga","Romania","2016","Arrivals","Cătălin Ștefănescu","https://www.transfermarkt.com/catalin-stefanescu/profil/spieler/243762","Left Winger","21","Romania","FC Voluntari","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2016","Summer",0,0,0,0
"FCSB","SuperLiga","Romania","2016","Arrivals","Robert Vîlceanu","https://www.transfermarkt.com/robert-vilceanu/profil/spieler/289295","Attacking Midfield","19","Romania","FC Voluntari","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2016","Summer",9,1,1,45
"FCSB","SuperLiga","Romania","2016","Arrivals","Sebastian Chitosca","https://www.transfermarkt.com/sebastian-chitosca/profil/spieler/192864","Left Midfield","23","Romania","FC Voluntari","SuperLiga","Romania",NA,TRUE,"End of loan Jun 30, 2016","Summer",1,1,0,64
"FCSB","SuperLiga","Romania","2016","Arrivals","Alexandru Tarnovan","https://www.transfermarkt.com/alexandru-tarnovan/profil/spieler/262028","Right Winger","20","Romania","U Cluj","Liga II - Seria II","Romania",NA,TRUE,"End of loan Jun 30, 2016","Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2016","Departures","Nicolae Stanciu","https://www.transfermarkt.com/nicolae-stanciu/profil/spieler/148372","Attacking Midfield","23","Romania","RSC Anderlecht","Jupiler Pro League","Belgium",1.1e+07,FALSE,NA,"Summer",9,9,4,659
"FCSB","SuperLiga","Romania","2016","Departures","Alexandru Chipciu","https://www.transfermarkt.com/alexandru-chipciu/profil/spieler/64126","Left-Back","27","Romania","RSC Anderlecht","Jupiler Pro League","Belgium",3e+06,FALSE,NA,"Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2016","Departures","Fernando Varela","https://www.transfermarkt.com/fernando-varela/profil/spieler/59084","Centre-Back","28","Cape Verde","PAOK Salonika","Super League 1","Greece",1400000,FALSE,NA,"Summer",NA,NA,NA,NA
"FCSB","SuperLiga","Romania","2016","Departures","Jugurtha Hamroun","https://www.transfermarkt.com/jugurtha-hamroun/profil/spieler/81563","Left Winger","27","Algeria","Al-Sadd","Stars League","Qatar",1e+06,TRUE,NA,"Summer",8,8,1,621
"FCSB","SuperLiga","Romania","2016","Departures","Valentin Cojocaru","https://www.transfermarkt.com/valentin-cojocaru/profil/spieler/200616","Goalkeeper","20","Romania","Crotone","Serie A","Italy",250000,TRUE,NA,"Summer",9,3,0,270
"FCSB","SuperLiga","Romania","2016","Departures","Paul Papp","https://www.transfermarkt.com/paul-papp/profil/spieler/112552","Centre-Back","26","Romania","FC Wil 1900","Challenge League","Switzerland",0,FALSE,NA,"Summer",NA,NA,NA,NA
